title,year,score,scored_by,members,rank,genres,demographics
Ginban Kaleidoscope,2005,7.29,24049,52389,3011,"Drama, Romance, Sports, Supernatural",
Aria the Animation,2005,7.68,53852,175688,1423,"Sci-Fi, Slice of Life",Shounen
Sousei no Aquarion,2005,7.08,32852,82088,4241,"Fantasy, Romance, Sci-Fi",
Ueki no Housoku,2005,7.71,50833,125142,1350,"Action, Adventure, Supernatural",Shounen
Yu☆Gi☆Oh! Duel Monsters,2000,7.51,266602,425070,2051,"Action, Adventure, Fantasy",Shounen
Yu☆Gi☆Oh! Duel Monsters GX,2004,7.22,144271,232500,3417,"Action, Comedy, Fantasy",Shounen
Kurau Phantom Memory,2004,7.27,8821,34140,3117,"Action, Drama, Sci-Fi",
Damekko Doubutsu,2005,7.22,5636,11663,3424,Comedy,
Kino no Tabi: The Beautiful World,2003,8.28,105007,351233,331,"Adventure, Drama, Fantasy",
Girls Bravo: Second Season,2005,6.58,50505,96575,6982,"Comedy, Fantasy, Romance, Ecchi",Shounen
Ichigo Mashimaro,2005,7.62,41366,127153,1599,Slice of Life,
Kamichu!,2005,7.35,19820,68311,2718,"Award Winning, Slice of Life, Supernatural",
Paniponi Dash!,2005,7.42,23249,67860,2384,Comedy,Shounen
Bakuretsu Hunters,1995,6.64,7744,25186,6598,"Adventure, Comedy, Fantasy, Ecchi",Shounen
Yami to Boushi to Hon no Tabibito,2003,6.5,11301,33295,7422,"Adventure, Fantasy, Girls Love, Mystery, Ecchi",
Doraemon,1973,7.4,11933,22093,2501,"Adventure, Comedy, Fantasy","Kids, Shounen"
Fushigiboshi no☆Futagohime,2005,7.29,5080,13965,3010,Comedy,
Glass no Kamen,1984,7.33,3157,10527,2847,"Drama, Romance",Shoujo
Tottoko Hamtarou,2000,7.02,31277,64636,4530,"Adventure, Comedy",Kids
I My Me! Strawberry Eggs,2001,6.73,20774,41134,6037,"Comedy, Drama, Romance",
Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,2004,5.77,1913,7268,11692,"Comedy, Drama, Romance",
Kidou Shinsengumi Moeyo Ken TV,2005,6.12,2352,6950,9759,"Adventure, Comedy, Fantasy",
Keroro Gunsou,2004,7.7,36748,83037,1379,"Comedy, Sci-Fi",Shounen
Mahou no Princess Minky Momo,1982,6.93,3260,11455,4905,,
Mahoraba: Heartful Days,2005,7.28,11000,28182,3096,"Comedy, Romance",Shounen
Mermaid Melody Pichi Pichi Pitch,2003,7.22,45079,88610,3449,Romance,Shoujo
Otogizoushi,2004,6.9,4816,19562,5071,"Adventure, Drama, Fantasy",
Pokemon,1997,7.42,422051,674528,2385,"Action, Adventure, Comedy, Fantasy",Kids
Saishuu Heiki Kanojo,2002,7.13,39229,104180,3916,"Drama, Romance, Sci-Fi",Seinen
Bishoujo Senshi Sailor Moon,1992,7.75,200555,410896,1240,Romance,Shoujo
Bishoujo Senshi Sailor Moon S,1994,7.91,83055,157504,860,Romance,Shoujo
Sensei no Ojikan: Dokidoki School Hours,2004,6.65,3539,9651,6486,Comedy,
Slayers,1995,7.72,65381,152911,1308,"Action, Adventure, Comedy, Fantasy",
Slayers Next,1996,8.01,39616,75420,705,"Action, Adventure, Comedy, Fantasy",
Shin Tenchi Muyou!,1997,6.86,18872,39750,5257,"Comedy, Romance, Sci-Fi",
Mousou Kagaku Series: Wandaba Style,2003,5.97,1625,4503,10592,"Comedy, Sci-Fi",
Wind: A Breath of Heart (TV),2004,5.92,4451,12749,10897,"Drama, Romance, Supernatural",
Yu☆Gi☆Oh!,1998,7.25,151274,266103,3241,"Action, Comedy, Fantasy",Shounen
Grappler Baki: Saidai Tournament-hen,2001,7.47,57071,103333,2190,Sports,Shounen
Digimon Adventure,1999,7.78,268023,423328,1167,"Action, Adventure, Comedy, Fantasy",Kids
Yami no Matsuei,2000,7.01,25132,58878,4554,"Boys Love, Fantasy, Horror, Mystery",Shoujo
Koutetsu Tenshi Kurumi,1999,6.73,10922,27339,5972,"Adventure, Comedy, Drama, Romance",
Koutetsu Tenshi Kurumi 2,2001,6.26,5966,13291,8963,"Comedy, Girls Love, Sci-Fi",
Major S2,2005,8.17,47612,76207,481,Sports,Shounen
Sakura Taisen,2000,6.84,9062,30064,5409,"Adventure, Sci-Fi",
DNA²,1994,6.62,22121,48319,6713,"Comedy, Romance, Sci-Fi",Shounen
The Big O,1999,7.53,40695,106468,1972,"Mystery, Sci-Fi",
Bubblegum Crisis Tokyo 2040,1998,7.08,16038,43682,4199,"Adventure, Sci-Fi",
Musekinin Kanchou Tylor,1993,7.83,17661,54573,1040,"Comedy, Sci-Fi",
Saber Marionette J,1996,7.33,15411,36537,2826,"Adventure, Comedy, Drama, Romance, Sci-Fi",
Magikano,2006,6.3,16775,37081,8688,"Comedy, Fantasy, Romance",Shounen
Kagi Hime Monogatari: Eikyuu Alice Rondo,2006,6.12,3036,9787,9757,,
Battle Programmer Shirase,2003,6.84,17059,38237,5369,"Comedy, Sci-Fi, Ecchi",
Kogepan,2001,6.75,3457,6765,5884,"Comedy, Gourmet",
Sexy Commando Gaiden: Sugoi yo!! Masaru-san,1998,7.59,3651,13747,1727,"Action, Comedy",Shounen
Noein: Mou Hitori no Kimi e,2005,7.55,31241,96577,1887,"Adventure, Drama, Sci-Fi",
Ayakashi: Japanese Classic Horror,2006,7.37,28138,84845,2629,"Horror, Mystery, Supernatural, Suspense",
Hanbun no Tsuki ga Noboru Sora,2006,7.44,50043,104786,2303,"Drama, Romance",
Ginga Nagareboshi Gin,1986,8.01,12621,29889,698,"Action, Adventure, Drama",Shounen
Kage kara Mamoru!,2006,6.56,12384,28090,7075,"Comedy, Romance",
Amaenaide yo!!,2005,6.41,37020,79036,8008,"Comedy, Romance, Supernatural, Ecchi",Seinen
PopoloCrois,2003,6.79,1044,2690,5654,"Adventure, Fantasy",
Mugen no Ryvius,1999,7.4,13320,48125,2522,"Award Winning, Drama, Sci-Fi",
Jinzou Ningen Kikaider The Animation,2000,6.99,5001,11382,4644,"Drama, Sci-Fi",Shounen
Legend of Duo,2004,4.83,5047,12717,14231,"Boys Love, Drama, Supernatural",
Futari wa Precure,2004,7.12,22117,59383,4023,"Action, Comedy",
Mahou no Stage Fancy Lala,1998,7.14,4747,13856,3888,"Comedy, Drama, Romance",
Tenshi ni Narumon!,1999,6.77,2901,9187,5758,"Comedy, Fantasy, Romance",
Kazemakase Tsukikage Ran,2000,7.09,6493,19474,4147,"Action, Adventure, Comedy",
Otogi Juushi Akazukin,2006,6.93,2330,8838,4913,"Adventure, Comedy, Fantasy",
Popotan,2003,6.26,10742,27025,8974,"Comedy, Drama, Supernatural, Ecchi",
Platonic Chain,2002,5.77,1240,6589,11706,"Sci-Fi, Slice of Life",
PetoPeto-san,2005,6.49,2770,8124,7498,"Comedy, Fantasy, Romance",
Onmyou Taisenki,2004,7.12,2091,6778,3987,"Adventure, Fantasy",Shounen
Okusama wa Mahou Shoujo,2005,6.32,3350,11509,8589,Romance,
Nurse Angel Ririka SOS,1995,6.93,1754,6073,4912,Drama,Shoujo
Juubee Ninpuuchou: Ryuuhougyoku-hen,2003,6.65,19280,48051,6527,"Action, Adventure, Fantasy, Horror",
Takahashi Rumiko Gekijou Ningyo no Mori,2003,7.01,10292,30911,4546,"Drama, Fantasy, Horror, Mystery",Shounen
Night Walker: Mayonaka no Tantei,1998,6.89,8072,23966,5135,"Action, Horror, Mystery, Supernatural",
Shichinin no Nana,2002,6.73,2326,8809,5993,"Adventure, Comedy, Romance",
Mouse,2003,5.97,9955,23955,10594,"Action, Comedy, Ecchi",Seinen
Mamotte Shugogetten!,1998,6.63,3222,10373,6645,"Comedy, Fantasy, Romance",Shounen
Major S1,2004,8.2,53857,107448,436,Sports,Shounen
Mahoutsukai Tai! (TV),1999,6.72,4207,13475,6068,"Comedy, Fantasy, Romance, Sci-Fi",
Legend of Basara,1998,7.27,4577,14947,3120,"Adventure, Award Winning, Drama, Fantasy, Romance",Shoujo
Koi Kaze,2004,6.97,31810,89778,4716,"Drama, Romance",Seinen
Juubee-chan: Lovely Gantai no Himitsu,1999,6.67,8418,21046,6364,"Action, Adventure, Comedy, Drama",
Juubee-chan 2: Siberia Yagyuu no Gyakushuu,2004,6.82,4881,12607,5481,"Action, Adventure, Comedy, Drama",
Iketeru Futari,1999,6.51,10229,21659,7372,"Comedy, Romance, Ecchi",Seinen
Haunted Junction,1997,6.63,2134,5441,6636,"Comedy, Supernatural",Shounen
Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary,2004,6.09,3359,9287,9973,"Comedy, Drama, Romance, Sci-Fi",
Hanaukyou Maid-tai: La Verite,2004,6.74,11579,25728,5947,"Comedy, Romance, Ecchi",Shounen
Galaxy Angel Z,2002,7.15,5562,11925,3854,"Comedy, Sci-Fi",
Galaxy Angel 3,2002,7.27,4858,11021,3160,"Comedy, Sci-Fi",
Galaxy Angel 4,2004,7.19,3812,9417,3616,"Comedy, Sci-Fi",
Touhai Densetsu Akagi: Yami ni Maiorita Tensai,2005,7.92,48167,113030,844,Suspense,Seinen
Kashimashi: Girl Meets Girl,2006,6.61,24715,54208,6753,"Comedy, Drama, Girls Love",
Koi Koi 7,2005,5.72,6664,18287,11959,"Comedy, Romance, Sci-Fi, Ecchi",Shounen
Lamune,2005,6.78,18903,43664,5722,"Drama, Romance",
Lemon Angel Project,2006,6.5,3378,9530,7455,Drama,
Sentimental Journey,1998,6.4,1645,5285,8079,"Drama, Romance",
Shadow Skill: Eigi,1998,7.07,5363,16726,4252,"Action, Adventure, Drama, Fantasy",Shounen
Otogi Story Tenshi no Shippo,2001,6.5,6581,16905,7464,"Comedy, Fantasy, Romance",
Tenshi no Shippo Chu!,2003,6.51,2684,6478,7400,"Fantasy, Romance",
To Heart: Remember My Memories,2004,6.36,4101,10832,8325,"Drama, Romance, Sci-Fi",
Tokyo Mew Mew,2002,7.11,78967,166475,4086,"Romance, Sci-Fi",Shoujo
Uta∽Kata,2004,6.65,10117,27485,6495,Drama,
Kyuuketsuhime Miyu (TV),1997,7.12,13337,45077,3979,"Action, Drama, Horror, Supernatural",Shoujo
Yawara!,1989,7.49,4938,24874,2114,"Comedy, Romance, Sports",Seinen
Burn Up Scramble,2004,6.13,3584,11282,9725,"Action, Comedy, Drama, Mystery, Sci-Fi, Ecchi",
Canvas 2: Nijiiro no Sketch,2005,6.7,12069,28219,6210,"Comedy, Drama, Romance",
Tenchi Muyou!,1995,7.42,36514,87557,2394,"Comedy, Romance, Sci-Fi",
Comic Party Revolution,2005,6.45,4633,11047,7741,"Comedy, Drama",
Patapata Hikousen no Bouken,2002,7.53,2934,9741,1961,"Adventure, Sci-Fi",
Mujin Wakusei Survive,2003,7.72,11195,32912,1305,"Action, Adventure, Fantasy, Sci-Fi, Slice of Life",
Rec,2006,7.26,59414,117441,3206,"Comedy, Romance",Seinen
Zoids Genesis,2005,7.19,7052,17036,3601,"Adventure, Comedy",
High School! Kimengumi,1985,7.31,1880,5664,2944,"Comedy, Romance",Shounen
Yume de Aetara (TV),1998,6.32,3343,8839,8540,"Comedy, Drama, Romance, Ecchi",Seinen
Princess Tutu,2002,8.14,70226,183329,507,"Drama, Mystery, Romance",
Kingyo Chuuihou!,1991,7.11,1333,4574,4059,Comedy,Shoujo
Hiatari Ryoukou!,1987,7.02,1539,6412,4509,"Comedy, Romance, Sports",Shoujo
MÄR,2005,7.24,22681,56242,3301,"Action, Adventure, Comedy, Fantasy",Shounen
Bishoujo Senshi Sailor Moon R,1993,7.73,92484,170585,1286,Romance,Shoujo
Trouble Chocolate,1999,6.48,2469,6895,7608,"Comedy, Romance, Sci-Fi",
Nanami-chan,2004,5.97,594,1512,10596,Comedy,Kids
Binchou-tan,2006,7.15,5867,17008,3841,Slice of Life,Shounen
Bomberman Jetters,2002,6.91,1965,5420,5025,"Action, Adventure, Comedy, Sci-Fi",
Yuki no Joou (TV),2005,6.99,1339,5228,4668,"Adventure, Drama, Fantasy",
Zoids,1999,7.37,27281,53426,2623,"Adventure, Comedy, Sci-Fi",
Zoids Shinseiki/Zero,2001,7.32,16769,31167,2904,"Adventure, Comedy, Sci-Fi, Sports",
Ginyuu Mokushiroku Meine Liebe Wieder,2006,6.63,2722,8502,6630,"Drama, Fantasy",
Nanaka 6/17,2003,6.55,4296,10674,7107,"Comedy, Drama, Romance",Shounen
Gasaraki,1998,6.62,6641,26875,6722,"Drama, Supernatural",
Miami Guns,2000,6.42,2880,8728,7960,"Comedy, Ecchi",Shounen
Pugyuru,2004,5.78,2712,6067,11691,"Comedy, Fantasy",
Shinigami no Ballad.,2006,6.88,19949,49052,5167,"Drama, Supernatural",
Ergo Proxy,2006,7.9,256074,707348,899,"Mystery, Sci-Fi, Suspense",
Oniisama e...,1991,7.87,12205,55414,950,"Drama, Girls Love",Shoujo
Yomigaeru Sora: Rescue Wings,2006,7.34,5037,16544,2775,Drama,
Kokoro Toshokan,2001,6.54,2604,8126,7190,Slice of Life,
NieA Under 7,2000,6.86,11946,42871,5307,"Sci-Fi, Slice of Life",Shounen
Koukaku Kidoutai: Stand Alone Complex 2nd GIG,2004,8.51,108700,240201,155,"Mystery, Sci-Fi",Seinen
Android Ana Maico 2010,1998,6.44,1729,4692,7814,"Comedy, Drama, Sci-Fi",Seinen
Chikyuu Shoujo Arjuna,2001,6.75,12043,37381,5869,"Adventure, Drama, Sci-Fi",
Dragon Ball Z,1989,8.21,898346,1312977,419,"Action, Adventure, Comedy, Fantasy",Shounen
Tactical Roar,2006,6.37,4102,11370,8243,"Comedy, Romance, Sci-Fi",
Chicchana Yukitsukai Sugar,2001,7.07,11279,26038,4264,"Comedy, Fantasy",
Ginsoukikou Ordian,2000,5.71,1064,4482,12014,Sci-Fi,
Choujuushin Gravion,2002,6.37,5582,15912,8256,"Comedy, Sci-Fi",
Sister Princess: Re Pure,2002,6.29,3884,10548,8733,"Drama, Romance",
Sister Princess,2001,6.38,9769,27168,8180,"Comedy, Drama, Romance",
Narutaru: Mukuro Naru Hoshi Tama Taru Ko,2003,5.97,11130,39335,10596,"Drama, Horror, Sci-Fi, Suspense",Seinen
Narue no Sekai,2003,6.52,8175,21024,7304,"Comedy, Romance, Sci-Fi",Shounen
Colorful,1999,5.89,10396,30101,11078,"Comedy, Ecchi",Seinen
Kiba,2006,7.28,34321,82231,3089,"Action, Adventure, Fantasy",
School Rumble Ni Gakki,2006,7.97,95388,171008,753,"Comedy, Romance",Shounen
Suzumiya Haruhi no Yuuutsu,2006,7.82,500672,971951,1056,"Award Winning, Comedy, Mystery, Sci-Fi",
Gakuen Heaven,2006,6.44,33021,71189,7832,"Boys Love, Comedy, Drama",
Gokinjo Monogatari,1995,7.69,6503,31225,1418,"Comedy, Drama, Romance",Shoujo
Ouran Koukou Host Club,2006,8.16,722769,1216632,488,"Comedy, Romance",Shoujo
Soul Link,2006,6.08,8824,23899,9984,"Action, Adventure, Comedy, Romance, Sci-Fi",
Strawberry Panic,2006,7.26,61232,153699,3211,"Drama, Girls Love",
Utawarerumono,2006,7.61,68109,181159,1633,"Action, Drama, Fantasy, Sci-Fi",
Air Gear,2006,7.48,185790,369983,2158,"Sports, Ecchi",Shounen
Gunparade Orchestra,2005,5.84,1504,5546,11338,"Drama, Romance, Sci-Fi",
Digimon Savers,2006,6.97,54631,94088,4746,"Adventure, Comedy, Drama, Fantasy",
Makai Senki Disgaea,2006,6.7,21296,46397,6172,"Action, Comedy, Fantasy",
xxxHOLiC,2006,7.97,127353,344504,758,"Comedy, Drama, Mystery, Supernatural",Seinen
Joshikousei: Girl's High,2006,6.56,15556,39969,7073,"Comedy, Ecchi",Seinen
Kikou Senki Dragonar,1987,6.73,1647,7227,5970,"Adventure, Sci-Fi",
Mahou Shoujo-tai Arusu,2004,7.03,7216,33096,4449,"Adventure, Comedy, Fantasy",
.hack//Roots,2006,6.85,36360,77295,5349,"Adventure, Drama, Fantasy",
Digimon Tamers,2001,7.65,129777,210189,1511,"Adventure, Comedy, Fantasy",
Street Fighter II V,1995,7.05,16144,30042,4376,"Action, Adventure, Drama, Mystery",
Nana,2006,8.57,297045,767135,118,"Drama, Romance",Shoujo
Zegapain,2006,7.28,11669,36609,3066,"Romance, Sci-Fi",
Simoun,2006,7.41,12663,46319,2464,"Drama, Fantasy, Girls Love, Sci-Fi",
Aa! Megami-sama! Sorezore no Tsubasa,2006,7.53,36814,70304,1932,"Comedy, Romance, Supernatural",Seinen
Amaenaide yo!! Katsu!!,2006,6.61,27482,54105,6782,"Comedy, Romance, Supernatural, Ecchi",Seinen
Megami Kouhosei,2000,6.31,11247,24201,8613,Sci-Fi,
Black Lagoon,2006,8.03,530668,1097026,674,Action,Seinen
Yuusha-Ou GaoGaiGar,1997,7.83,7320,25013,1051,"Adventure, Sci-Fi",
Princess Princess,2006,6.97,30494,68537,4725,Comedy,Shoujo
Geneshaft,2001,6.28,6057,16138,8852,"Adventure, Sci-Fi",
Himawari!,2006,6.3,8167,26055,8672,"Action, Adventure, Comedy",
Ninkuu,1995,7.01,2035,8209,4589,Adventure,Shounen
Kakutou Bijin Wulong,2005,6.55,1929,7250,7091,"Action, Ecchi",
Ike! Ina-chuu Takkyuu-bu,1995,7.49,5423,19275,2127,"Comedy, Ecchi",Seinen
Ginga Densetsu Weed,2005,7.23,8649,16862,3367,"Adventure, Drama",Seinen
Tokkou,2006,6.51,22131,48583,7400,"Action, Horror, Mystery, Supernatural",Seinen
Gintama,2006,8.93,420554,1142726,19,"Action, Comedy, Sci-Fi",Shounen
Ray The Animation,2006,6.59,4565,16132,6864,"Drama, Romance, Sci-Fi",
Transformers: Choujin Master Force,1988,6.66,1672,4144,6476,"Adventure, Sci-Fi",
Transformers: The☆Headmasters,1987,6.41,2034,4996,7998,"Adventure, Sci-Fi",
Tatakae! Chou Robot Seimeitai Transformers Victory,1989,6.69,1700,4000,6281,"Adventure, Sci-Fi",
Transformers Superlink,2004,6.12,3172,6582,9780,"Adventure, Sci-Fi",
Transformers Galaxy Force,2005,6.69,3631,7381,6286,"Adventure, Sci-Fi",
Seisenshi Dunbine,1983,7.07,3349,16411,4250,"Adventure, Drama, Fantasy, Sci-Fi",
Densetsu Kyojin Ideon,1980,7.11,5023,20959,4044,"Drama, Sci-Fi",
Higurashi no Naku Koro ni,2006,7.87,413692,851269,967,"Horror, Mystery, Suspense",
Witchblade,2006,7.19,49829,124220,3595,"Action, Drama, Sci-Fi",
Inukami!,2006,7.21,29674,72298,3462,"Comedy, Romance, Supernatural, Ecchi",
Renkin San-kyuu Magical? Pokaan,2006,6.94,11227,36675,4860,"Comedy, Ecchi",
Nishi no Yoki Majo: Astraea Testament,2006,6.65,6689,21168,6540,"Comedy, Drama, Fantasy, Mystery, Romance",
Yume Tsukai,2006,6.43,3078,10289,7896,"Drama, Fantasy",Seinen
The Third: Aoi Hitomi no Shoujo,2006,7.29,8438,23541,3045,"Action, Adventure, Sci-Fi",
Chibi Maruko-chan,1990,7.66,6452,14139,1501,Comedy,Shoujo
Magical Nyan Nyan Taruto,2001,6.21,2590,8913,9214,Comedy,
Juu Ou Sei,2006,7.17,33662,77184,3710,"Action, Adventure, Drama, Mystery, Sci-Fi",Shoujo
Daikuu Maryuu Gaiking,1976,6.66,1217,3349,6441,"Adventure, Sci-Fi",
Saiunkoku Monogatari,2006,7.87,36928,104232,953,"Adventure, Fantasy, Romance",Shoujo
Heat Guy J,2002,7.11,7414,21044,4052,"Action, Adventure, Sci-Fi",
Shin Chou Kyou Ryo: Condor Hero,2001,7.29,2899,9811,3035,"Adventure, Drama, Romance",
Shin Chou Kyou Ryo: Condor Hero II,2005,7.23,1561,4176,3393,"Adventure, Drama, Romance",
Virtua Fighter,1995,7.1,5310,12995,4099,Action,
Aria the Natural,2006,8.16,31856,85134,490,"Sci-Fi, Slice of Life",Shounen
Hit wo Nerae!,2004,5.46,2929,7506,12981,"Comedy, Ecchi",
Yoshinaga-san Chi no Gargoyle,2006,6.75,2209,6030,5908,"Comedy, Fantasy",
Crayon Shin-chan,1992,7.81,43428,93168,1092,"Comedy, Ecchi",Seinen
Hokuto no Ken,1984,7.95,47752,141776,785,"Action, Drama, Sci-Fi",Shounen
Kakutou Bijin Wulong: Rebirth,2006,6.84,1202,4637,5387,"Action, Comedy",Seinen
Tsubasa Chronicle 2nd Season,2006,7.57,60981,122413,1789,"Action, Adventure, Drama, Fantasy, Romance",Shounen
Yokoyama Mitsuteru Sangokushi,1991,7.36,2433,6913,2681,"Action, Adventure",
Astro Boy: Tetsuwan Atom,2003,7.1,12535,28007,4104,"Action, Adventure, Sci-Fi",Shounen
Glass no Kantai: La Legende du Vent de l'Univers,2006,6.51,4073,13494,7368,"Adventure, Sci-Fi",
Rikujou Bouei-tai Mao-chan,2002,6.36,1933,6495,8317,"Comedy, Sci-Fi",Kids
Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation,2005,6.05,303,2056,10158,"Action, Comedy",
Kamisama Kazoku,2006,7.09,22908,50031,4145,"Comedy, Romance, Supernatural",
Dual! Parallel Lun-Lun Monogatari,1999,7.04,9388,20628,4413,"Comedy, Sci-Fi",
Bishoujo Senshi Sailor Moon: Sailor Stars,1996,7.95,60539,121593,782,"Adventure, Comedy, Drama, Romance",Shoujo
Blue Seed,1994,6.98,11438,33018,4687,"Action, Adventure, Drama, Horror, Mystery, Romance, Supernatural",Seinen
Uchuu Kaizoku Captain Herlock,1978,7.68,12030,42908,1441,"Action, Adventure, Drama, Sci-Fi",Seinen
Star Ocean EX,2001,6.58,6477,14347,6954,"Adventure, Fantasy, Sci-Fi",Shounen
Le Chevalier D'Eon,2006,7.16,16411,64612,3798,"Mystery, Supernatural",
Majutsushi Orphen,1998,7.07,16754,50150,4275,"Action, Adventure, Comedy, Fantasy",
Majutsushi Orphen: Revenge,1999,6.75,7894,20111,5888,"Adventure, Comedy, Fantasy",
Honoo no Mirage,2002,6.48,8560,26186,7565,"Action, Boys Love, Drama, Supernatural",Shoujo
Kaikan Phrase,1999,7.32,4478,15002,2874,"Drama, Romance",Shoujo
Generator Gawl,1998,6.85,3991,10996,5359,"Action, Adventure, Comedy, Drama, Sci-Fi",
Kachou Ouji,1999,6.94,9088,34239,4845,"Adventure, Comedy, Sci-Fi",
Patalliro Saiyuuki!,2005,6.46,1636,4987,7694,"Adventure, Boys Love, Comedy, Fantasy",Shoujo
Saint Beast: Seijuu Kourin-hen,2003,5.97,3157,10306,10605,"Action, Fantasy",
Mizuiro Jidai,1996,7.02,1688,6155,4520,"Drama, Romance",Shoujo
Elf wo Karu Mono-tachi,1996,6.96,11638,30097,4763,"Adventure, Comedy, Fantasy, Ecchi",Shounen
Elf wo Karu Mono-tachi II,1997,6.96,7546,15146,4764,"Adventure, Comedy, Fantasy",Shounen
The SoulTaker: Tamashii-gari,2001,6.32,8807,29704,8532,"Horror, Supernatural",
Bobobo-bo Bo-bobo,2003,7.5,41029,100530,2069,"Adventure, Comedy, Sci-Fi",Shounen
Ippatsu Kiki Musume,1999,6.18,3037,8130,9388,"Action, Comedy, Ecchi",
Oruchuban Ebichu,1999,7.36,21217,57415,2663,"Comedy, Ecchi",Seinen
Nekojiru Gekijou Jirujiru Original,1999,6.46,5575,12617,7689,"Action, Comedy",
Touch,1985,7.98,11688,39715,750,"Drama, Romance, Sports",Shounen
Kishin Houkou Demonbane (TV),2006,6.52,13899,38438,7295,"Drama, Fantasy, Romance, Sci-Fi",
Chou Denji Robo Combattler V,1976,6.73,1714,4857,6022,"Adventure, Sci-Fi",
Chou Denji Machine Voltes V,1977,7.43,4414,9379,2351,"Adventure, Drama, Sci-Fi",
Love Get Chu,2006,6.49,2446,9408,7483,"Comedy, Romance",
Hikari to Mizu no Daphne,2004,6.74,5598,17780,5952,"Comedy, Drama, Mystery, Sci-Fi, Ecchi",
Ningen Kousaten,2003,6.32,973,4716,8588,Drama,Seinen
Kenran Butou Sai: The Mars Daybreak,2004,7.13,8488,23762,3952,"Adventure, Comedy, Romance, Sci-Fi",
Kimagure Orange☆Road,1987,7.5,14191,53480,2085,"Comedy, Drama, Romance",Shounen
Macross,1982,7.88,39570,122547,935,"Romance, Sci-Fi",
Oishinbo,1988,7.02,1132,5905,4522,"Drama, Gourmet",Seinen
Lime-iro Senkitan,2003,5.85,3884,12418,11286,"Drama, Supernatural, Ecchi",
Samurai Girl Real Bout High School,2001,5.91,4616,11602,10964,"Action, Comedy, Fantasy",
Shinkon Gattai Godannar!!,2003,6.62,5764,24785,6679,"Comedy, Romance, Sci-Fi, Ecchi",
Shinkon Gattai Godannar!! 2nd Season,2004,6.88,3931,10428,5169,"Comedy, Romance, Sci-Fi, Ecchi",
Senkaiden Houshin Engi,1999,7.05,7325,18802,4371,"Action, Adventure, Fantasy",Shounen
Mermaid Melody Pichi Pichi Pitch Pure,2004,7.24,25862,49092,3303,Romance,Shoujo
Bouken Ou Beet Excellion,2005,6.68,3971,8743,6318,"Action, Adventure, Fantasy",Shounen
Figure 17: Tsubasa & Hikaru,2001,7.19,4101,15750,3614,"Sci-Fi, Slice of Life",
UFO Princess Valkyrie,2002,6.68,8270,22776,6301,"Comedy, Sci-Fi, Ecchi",
UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,2003,6.91,4926,10974,5017,"Comedy, Romance, Sci-Fi",
Digimon Frontier,2002,7.17,101477,165692,3700,"Action, Adventure, Comedy, Drama, Fantasy",
Tenchi Muyou! GXP,2002,7.14,15485,33653,3908,"Comedy, Sci-Fi",
Betterman,1999,6.58,5006,17309,6972,"Adventure, Drama, Horror, Mystery, Sci-Fi",
Mushrambo,2000,6.93,8716,17762,4907,"Adventure, Drama, Fantasy, Sci-Fi",
Medarot,1999,7.1,34707,63179,4134,"Adventure, Comedy, Sci-Fi","Kids, Shounen"
Monkey Magic,1998,5.93,360,1135,10858,"Adventure, Fantasy",Kids
Hachimitsu to Clover II,2006,8.18,56302,124051,464,"Drama, Romance",Josei
Kaze no Youjinbou,2001,7.14,3646,17316,3886,"Action, Drama, Mystery",
Choujuushin Gravion Zwei,2004,6.62,4255,10565,6710,"Adventure, Comedy, Sci-Fi",
Final Fantasy: Unlimited,2001,6.17,17308,39096,9466,"Action, Adventure, Fantasy, Sci-Fi",
Maze☆Bakunetsu Jikuu (TV),1997,6.59,2567,8508,6915,"Adventure, Comedy, Fantasy",Shounen
Neo Ranga,1998,6.53,3786,18704,7282,"Adventure, Horror",
Mahou Senshi Louie,2001,7.14,10011,25112,3889,"Action, Adventure, Comedy, Fantasy",
Samurai Gun,2004,5.93,3296,10481,10798,Action,Seinen
Slayers Try,1997,7.8,31294,59116,1125,"Action, Adventure, Comedy, Fantasy",
Metal Fighter Miku,1994,6.07,1863,6293,10058,"Comedy, Sci-Fi, Sports",
Gakuen Senki Muryou,2001,6.96,2316,8578,4768,"Adventure, Sci-Fi, Supernatural",
